CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009
11300,,,"Anderson, IN",Metropolitan Statistical Area,133358,133358,133275,132983,132443,131616,131185,130588,130902,130915,131253,131417,-83,-292,-540,-827,-431,-597,314,13,338,164,66,135,197,171,201,98,262,166,315,188,411,1641,1695,1566,1659,1584,1648,1619,1670,1617,345,1506,1498,1395,1458,1486,1386,1453,1355,1429,-155,-295,-619,-849,-517,-566,160,-121,46,-11,19,93,89,85,83,84,90,83,79,79,-174,-388,-708,-934,-600,-650,70,-204,-33,-90,6,-132,-118,-149,-115,-129,-108,-32,-23,-13
11300,,18095,"Madison County, IN",County or equivalent,133358,133358,133275,132983,132443,131616,131185,130588,130902,130915,131253,131417,-83,-292,-540,-827,-431,-597,314,13,338,164,66,135,197,171,201,98,262,166,315,188,411,1641,1695,1566,1659,1584,1648,1619,1670,1617,345,1506,1498,1395,1458,1486,1386,1453,1355,1429,-155,-295,-619,-849,-517,-566,160,-121,46,-11,19,93,89,85,83,84,90,83,79,79,-174,-388,-708,-934,-600,-650,70,-204,-33,-90,6,-132,-118,-149,-115,-129,-108,-32,-23,-13
11340,,,"Anderson, SC",Metropolitan Statistical Area,165740,165743,166319,168716,169920,171196,172666,174332,177244,180155,182937,184901,576,2397,1204,1276,1470,1666,2912,2911,2782,1964,176,521,349,386,376,397,499,695,450,399,552,2268,2145,2207,2210,2205,2328,2528,2350,2343,376,1747,1796,1821,1834,1808,1829,1833,1900,1944,393,2011,1006,1095,1253,1430,2521,2224,2322,1560,27,155,151,128,141,147,148,133,132,132,366,1856,855,967,1112,1283,2373,2091,2190,1428,7,-135,-151,-205,-159,-161,-108,-8,10,5
11340,,45007,"Anderson County, SC",County or equivalent,165740,165743,166319,168716,169920,171196,172666,174332,177244,180155,182937,184901,576,2397,1204,1276,1470,1666,2912,2911,2782,1964,176,521,349,386,376,397,499,695,450,399,552,2268,2145,2207,2210,2205,2328,2528,2350,2343,376,1747,1796,1821,1834,1808,1829,1833,1900,1944,393,2011,1006,1095,1253,1430,2521,2224,2322,1560,27,155,151,128,141,147,148,133,132,132,366,1856,855,967,1112,1283,2373,2091,2190,1428,7,-135,-151,-205,-159,-161,-108,-8,10,5
11460,,,"Ann Arbor, MI",Metropolitan Statistical Area,322895,322770,324491,329234,333619,337039,340622,343858,346042,347807,344767,347563,1721,4743,4385,3420,3583,3236,2184,1765,-3040,2796,667,2241,2424,2334,2391,2397,2387,2225,2085,2081,1103,4110,4207,4213,4268,4239,4228,4140,4032,4039,436,1869,1783,1879,1877,1842,1841,1915,1947,1958,1043,2854,2322,1610,1451,1174,13,-464,-5274,705,578,2218,2081,1832,1654,1708,1707,1575,1525,1527,465,636,241,-222,-203,-534,-1694,-2039,-6799,-822,11,-352,-361,-524,-259,-335,-216,4,149,10
11460,,26161,"Washtenaw County, MI",County or equivalent,322895,322770,324491,329234,333619,337039,340622,343858,346042,347807,344767,347563,1721,4743,4385,3420,3583,3236,2184,1765,-3040,2796,667,2241,2424,2334,2391,2397,2387,2225,2085,2081,1103,4110,4207,4213,4268,4239,4228,4140,4032,4039,436,1869,1783,1879,1877,1842,1841,1915,1947,1958,1043,2854,2322,1610,1451,1174,13,-464,-5274,705,578,2218,2081,1832,1654,1708,1707,1575,1525,1527,465,636,241,-222,-203,-534,-1694,-2039,-6799,-822,11,-352,-361,-524,-259,-335,-216,4,149,10
11500,,,"Anniston-Oxford, AL",Metropolitan Statistical Area,112249,112243,111342,111019,110860,111378,111615,112081,112453,112808,113422,114081,-901,-323,-159,518,237,466,372,355,614,659,62,173,171,200,208,169,109,234,242,177,371,1561,1492,1413,1521,1514,1490,1514,1555,1515,309,1388,1321,1213,1313,1345,1381,1280,1313,1338,-951,-392,-228,461,117,411,346,145,389,497,10,89,83,61,94,88,95,79,76,77,-961,-481,-311,400,23,323,251,66,313,420,-12,-104,-102,-143,-88,-114,-83,-24,-17,-15
11500,,1015,"Calhoun County, AL",County or equivalent,112249,112243,111342,111019,110860,111378,111615,112081,112453,112808,113422,114081,-901,-323,-159,518,237,466,372,355,614,659,62,173,171,200,208,169,109,234,242,177,371,1561,1492,1413,1521,1514,1490,1514,1555,1515,309,1388,1321,1213,1313,1345,1381,1280,1313,1338,-951,-392,-228,461,117,411,346,145,389,497,10,89,83,61,94,88,95,79,76,77,-961,-481,-311,400,23,323,251,66,313,420,-12,-104,-102,-143,-88,-114,-83,-24,-17,-15
11540,,,"Appleton, WI",Metropolitan Statistical Area,201602,201720,202508,205340,208137,210245,212167,214105,216284,218007,219780,221894,788,2832,2797,2108,1922,1938,2179,1723,1773,2114,427,1510,1505,1533,1601,1472,1515,1579,1471,1581,724,2854,2847,2930,2995,2923,2904,3028,2980,3049,297,1344,1342,1397,1394,1451,1389,1449,1509,1468,350,1518,1481,864,482,677,814,167,324,498,50,260,249,208,195,194,196,183,177,181,300,1258,1232,656,287,483,618,-16,147,317,11,-196,-189,-289,-161,-211,-150,-23,-22,35
11540,,55015,"Calumet County, WI",County or equivalent,40631,40631,40728,41465,42544,43363,43759,44067,44280,44284,44667,44739,97,737,1079,819,396,308,213,4,383,72,73,323,324,361,421,408,371,453,342,399,134,558,571,603,673,683,637,706,649,662,61,235,247,242,252,275,266,253,307,263,21,449,777,483,9,-56,-125,-456,43,-344,7,48,46,39,32,34,33,31,30,31,14,401,731,444,-23,-90,-158,-487,13,-375,3,-35,-22,-25,-34,-44,-33,7,-2,17
11540,,55087,"Outagamie County, WI",County or equivalent,160971,161089,161780,163875,165593,166882,168408,170038,172004,173723,175113,177155,691,2095,1718,1289,1526,1630,1966,1719,1390,2042,354,1187,1181,1172,1180,1064,1144,1126,1129,1182,590,2296,2276,2327,2322,2240,2267,2322,2331,2387,236,1109,1095,1155,1142,1176,1123,1196,1202,1205,329,1069,704,381,473,733,939,623,281,842,43,212,203,169,163,160,163,152,147,150,286,857,501,212,310,573,776,471,134,692,8,-161,-167,-264,-127,-167,-117,-30,-20,18
11700,,,"Asheville, NC",Metropolitan Statistical Area,369171,369171,370492,373870,377810,381906,386420,390854,397918,404372,409001,412672,1321,3378,3940,4096,4514,4434,7064,6454,4629,3671,148,217,224,159,309,23,348,311,425,229,1089,4449,4398,4381,4526,4463,4627,4873,4896,4809,941,4232,4174,4222,4217,4440,4279,4562,4471,4580,1184,3505,4011,4257,4612,4789,6952,6117,4199,3430,255,923,856,722,681,688,698,629,613,624,929,2582,3155,3535,3931,4101,6254,5488,3586,2806,-11,-344,-295,-320,-407,-378,-236,26,5,12
11700,,37021,"Buncombe County, NC",County or equivalent,206330,206270,206991,208464,210717,213210,215867,218684,223012,226823,229373,231452,721,1473,2253,2493,2657,2817,4328,3811,2550,2079,164,311,352,233,451,354,524,539,554,424,645,2594,2534,2457,2591,2605,2665,2836,2832,2745,481,2283,2182,2224,2140,2251,2141,2297,2278,2321,550,1363,2070,2431,2428,2686,3942,3265,2007,1661,150,535,494,418,401,411,420,373,364,373,400,828,1576,2013,2027,2275,3522,2892,1643,1288,7,-201,-169,-171,-222,-223,-138,7,-11,-6
11700,,37087,"Haywood County, NC",County or equivalent,54033,54033,54107,54559,54912,55340,55804,55828,56192,56671,56875,57109,74,452,353,428,464,24,364,479,204,234,-7,-82,-108,-37,-110,-166,-60,-135,-80,-115,141,554,566,575,559,555,581,567,612,595,148,636,674,612,669,721,641,702,692,710,86,580,505,516,637,238,467,616,281,352,5,30,29,25,24,28,28,23,23,23,81,550,476,491,613,210,439,593,258,329,-5,-46,-44,-51,-63,-48,-43,-2,3,-3
11700,,37089,"Henderson County, NC",County or equivalent,89173,89225,89696,91010,92328,93562,94860,96369,98606,100636,102383,103669,471,1314,1318,1234,1298,1509,2237,2030,1747,1286,-9,5,-54,-25,-38,-126,-103,-42,-19,-55,242,1088,1065,1137,1148,1109,1190,1272,1252,1259,251,1083,1119,1162,1186,1235,1293,1314,1271,1314,492,1390,1434,1329,1441,1721,2381,2055,1754,1317,98,346,326,276,248,245,244,230,221,224,394,1044,1108,1053,1193,1476,2137,1825,1533,1093,-12,-81,-62,-70,-105,-86,-41,17,12,24
11700,,37115,"Madison County, NC",County or equivalent,19635,19643,19698,19837,19853,19794,19889,19973,20108,20242,20370,20442,55,139,16,-59,95,84,135,134,128,72,0,-17,34,-12,6,-39,-13,-51,-30,-25,61,213,233,212,228,194,191,198,200,210,61,230,199,224,222,233,204,249,230,235,56,172,2,-19,106,144,162,181,157,100,2,12,7,3,8,4,6,3,5,4,54,160,-5,-22,98,140,156,178,152,96,-1,-16,-20,-28,-17,-21,-14,4,1,-3
12020,,,"Athens-Clarke County, GA",Metropolitan Statistical Area,166079,166075,166903,169135,171010,173946,178167,179013,183113,186710,189926,192222,828,2232,1875,2936,4221,846,4100,3597,3216,2296,243,933,1084,1145,990,1251,1177,1334,1347,1290,495,2106,2208,2288,2255,2359,2360,2471,2595,2577,252,1173,1124,1143,1265,1108,1183,1137,1248,1287,579,1468,938,1974,3449,-249,3029,2275,1879,992,225,823,770,639,686,674,722,650,651,652,354,645,168,1335,2763,-923,2307,1625,1228,340,6,-169,-147,-183,-218,-156,-106,-12,-10,14
12020,,13059,"Clarke County, GA",County or equivalent,101489,101487,101972,103471,104241,105840,109289,109083,111524,113457,115154,116342,485,1499,770,1599,3449,-206,2441,1933,1697,1188,160,607,744,762,719,874,946,1015,963,954,296,1269,1362,1390,1418,1450,1567,1632,1646,1652,136,662,618,628,699,576,621,617,683,698,317,998,121,980,2878,-988,1560,943,751,217,218,742,695,576,622,609,653,587,586,588,99,256,-574,404,2256,-1597,907,356,165,-371,8,-106,-95,-143,-148,-92,-65,-25,-17,17
12020,,13195,"Madison County, GA",County or equivalent,25730,25730,25856,26105,26586,26929,26932,27203,27451,27780,28009,28232,126,249,481,343,3,271,248,329,229,223,31,120,119,140,64,98,72,106,116,83,82,362,353,379,338,332,334,340,366,344,51,242,234,239,274,234,262,234,250,261,96,153,378,229,-40,198,197,225,117,146,3,30,28,25,19,21,24,21,22,22,93,123,350,204,-59,177,173,204,95,124,-1,-24,-16,-26,-21,-25,-21,-2,-4,-6
12020,,13219,"Oconee County, GA",County or equivalent,26225,26223,26368,26675,27100,27958,28568,29303,30450,31511,32528,33320,145,307,425,858,610,735,1147,1061,1017,792,42,163,168,183,161,211,139,187,224,210,76,315,325,347,342,388,322,353,411,421,34,152,157,164,181,177,183,166,187,211,103,170,284,676,483,551,1017,860,784,575,4,46,42,33,41,39,41,37,39,37,99,124,242,643,442,512,976,823,745,538,0,-26,-27,-1,-34,-27,-9,14,9,7
12020,,13221,"Oglethorpe County, GA",County or equivalent,12635,12635,12707,12884,13083,13219,13378,13424,13688,13962,14235,14328,72,177,199,136,159,46,264,274,273,93,10,43,53,60,46,68,20,26,44,43,41,160,168,172,157,189,137,146,172,160,31,117,115,112,111,121,117,120,128,117,63,147,155,89,128,-10,255,247,227,54,0,5,5,5,4,5,4,5,4,5,63,142,150,84,124,-15,251,242,223,49,-1,-13,-9,-13,-15,-12,-11,1,2,-4
12060,,,"Atlanta-Sandy Springs-Marietta, GA",Metropolitan Statistical Area,4247981,4248021,4281905,4432950,4555490,4673146,4802300,4947012,5119641,5267527,5385586,5475213,33884,151045,122540,117656,129154,144712,172629,147886,118059,89627,10972,45773,45859,46735,48242,49904,52198,54310,53062,51412,17362,73105,73230,74392,76605,77731,80987,83567,83586,83003,6390,27332,27371,27657,28363,27827,28789,29257,30524,31591,23158,76299,52877,45312,53948,74063,122271,92898,64635,37767,7370,28437,26752,23088,21863,22758,23009,20827,20216,20288,15788,47862,26125,22224,32085,51305,99262,72071,44419,17479,-246,28973,23804,25609,26964,20745,-1840,678,362,448
12060,,13013,"Barrow County, GA",County or equivalent,46144,46144,46561,48461,50982,53069,56198,59390,63317,67170,70255,72158,417,1900,2521,2087,3129,3192,3927,3853,3085,1903,50,430,472,470,590,671,707,749,828,796,172,805,833,877,998,1065,1109,1208,1281,1288,122,375,361,407,408,394,402,459,453,492,376,1490,2043,1581,2657,2560,3236,3051,2225,1072,13,70,67,57,57,57,59,52,52,50,363,1420,1976,1524,2600,2503,3177,2999,2173,1022,-9,-20,6,36,-118,-39,-16,53,32,35
12060,,13015,"Bartow County, GA",County or equivalent,76019,76019,76703,79513,82246,84440,86145,88150,90369,92717,94999,96217,684,2810,2733,2194,1705,2005,2219,2348,2282,1218,173,781,782,784,826,757,823,805,811,785,334,1404,1393,1468,1509,1429,1501,1525,1549,1573,161,623,611,684,683,672,678,720,738,788,518,2081,1984,1451,965,1325,1440,1532,1459,421,43,136,127,108,106,109,110,101,100,99,475,1945,1857,1343,859,1216,1330,1431,1359,322,-7,-52,-33,-41,-86,-77,-44,11,12,12
12060,,13035,"Butts County, GA",County or equivalent,19522,19557,19737,20364,21232,21816,22026,22453,23101,23644,24388,24392,180,627,868,584,210,427,648,543,744,4,29,78,118,122,96,106,97,122,82,94,64,276,312,321,287,299,306,330,317,336,35,198,194,199,191,193,209,208,235,242,154,559,751,462,134,336,560,419,651,-99,0,3,3,1,5,3,5,3,4,3,154,556,748,461,129,333,555,416,647,-102,-3,-10,-1,0,-20,-15,-9,2,11,9
12060,,13045,"Carroll County, GA",County or equivalent,87268,87268,88009,91572,94874,98511,101304,104465,108255,111928,113781,114778,741,3563,3302,3637,2793,3161,3790,3673,1853,997,136,711,640,704,730,704,773,926,941,878,326,1474,1432,1551,1541,1538,1633,1745,1800,1788,190,763,792,847,811,834,860,819,859,910,613,2894,2688,2871,2194,2545,3075,2722,915,94,58,213,205,186,183,194,202,188,181,179,555,2681,2483,2685,2011,2351,2873,2534,734,-85,-8,-42,-26,62,-131,-88,-58,25,-3,25
12060,,13057,"Cherokee County, GA",County or equivalent,141903,141948,143783,151348,159006,165961,173692,182858,194219,203890,210115,215084,1835,7565,7658,6955,7731,9166,11361,9671,6225,4969,444,1717,1898,1973,2032,2170,2425,2371,2367,2464,618,2522,2711,2809,2972,3103,3360,3352,3387,3566,174,805,813,836,940,933,935,981,1020,1102,1414,5903,5793,4927,5988,7142,9026,7216,3829,2523,137,562,525,457,437,440,446,419,404,402,1277,5341,5268,4470,5551,6702,8580,6797,3425,2121,-23,-55,-33,55,-289,-146,-90,84,29,-18
12060,,13063,"Clayton County, GA",County or equivalent,236517,236520,238383,247251,252560,257983,262316,264866,268907,272705,276009,275772,1863,8868,5309,5423,4333,2550,4041,3798,3304,-237,716,3150,3102,3139,3359,3247,3660,3779,3478,3103,1031,4502,4489,4468,4743,4593,5034,5136,4869,4612,315,1352,1387,1329,1384,1346,1374,1357,1391,1509,1148,5941,2480,2638,1166,-478,556,68,-154,-3353,440,1611,1462,1157,1305,1281,1329,1174,1146,1135,708,4330,1018,1481,-139,-1759,-773,-1106,-1300,-4488,-1,-223,-273,-354,-192,-219,-175,-49,-20,13
12060,,13067,"Cobb County, GA",County or equivalent,607751,607738,612633,626934,637772,643816,652358,661442,679699,691496,704822,714692,4895,14301,10838,6044,8542,9084,18257,11797,13326,9870,1695,7194,7250,7132,7221,7340,7852,8045,7419,6836,2440,10544,10529,10396,10547,10650,11240,11373,10979,10614,745,3350,3279,3264,3326,3310,3388,3328,3560,3778,3179,7792,4286,-373,1865,2443,10839,3943,5990,3050,1231,4694,4383,3747,3599,3734,3805,3426,3328,3322,1948,3098,-97,-4120,-1734,-1291,7034,517,2662,-272,21,-685,-698,-715,-544,-699,-434,-191,-83,-16
12060,,13077,"Coweta County, GA",County or equivalent,89215,89215,90148,93765,97424,100684,104496,108841,114324,118964,123416,127111,933,3617,3659,3260,3812,4345,5483,4640,4452,3695,186,885,930,852,899,957,908,936,1130,1159,359,1548,1528,1534,1604,1635,1690,1734,1836,1918,173,663,598,682,705,678,782,798,706,759,765,2782,2772,2418,3067,3469,4610,3643,3277,2481,68,293,274,241,251,254,259,240,231,230,697,2489,2498,2177,2816,3215,4351,3403,3046,2251,-18,-50,-43,-10,-154,-81,-35,61,45,55
12060,,13085,"Dawson County, GA",County or equivalent,15999,16006,16304,16919,17546,18403,18810,19666,20721,21602,22104,22555,298,615,627,857,407,856,1055,881,502,451,32,128,136,106,145,90,152,102,99,143,57,245,239,239,277,243,282,268,282,328,25,117,103,133,132,153,130,166,183,185,272,495,499,728,284,782,904,769,399,311,1,17,16,13,10,11,11,11,10,11,271,478,483,715,274,771,893,758,389,300,-6,-8,-8,23,-22,-16,-1,10,4,-3
12060,,13089,"DeKalb County, GA",County or equivalent,665865,666048,668826,682207,690039,697130,704512,716778,727078,733746,740426,747274,2778,13381,7832,7091,7382,12266,10300,6668,6680,6848,1813,7065,6822,6907,6929,6949,7481,7744,7214,6541,2800,11250,10934,10994,11050,10973,11377,11760,11379,10669,987,4185,4112,4087,4121,4024,3896,4016,4165,4128,944,-1712,-5606,-6773,-6063,-1596,2830,-1080,-558,265,1936,7540,7157,6300,5737,6061,6065,5527,5349,5408,-992,-9252,-12763,-13073,-11800,-7657,-3235,-6607,-5907,-5143,21,8028,6616,6957,6516,6913,-11,4,24,42
12060,,13097,"Douglas County, GA",County or equivalent,92174,92243,92700,95504,98222,101460,106596,112370,118777,124324,128111,129703,457,2804,2718,3238,5136,5774,6407,5547,3787,1592,204,813,799,803,880,1048,1118,1197,1283,1252,343,1446,1463,1469,1585,1753,1827,1976,2090,2046,139,633,664,666,705,705,709,779,807,794,250,2055,1976,2430,4473,4821,5365,4294,2478,325,46,200,188,159,164,170,178,158,156,155,204,1855,1788,2271,4309,4651,5187,4136,2322,170,3,-64,-57,5,-217,-95,-76,56,26,15
12060,,13113,"Fayette County, GA",County or equivalent,91263,91263,92082,94216,95988,98032,99951,102556,104842,105933,106398,106788,819,2134,1772,2044,1919,2605,2286,1091,465,390,139,371,335,318,287,384,261,343,403,349,251,920,876,927,934,970,916,951,1018,1043,112,549,541,609,647,586,655,608,615,694,689,1848,1512,1776,1748,2303,2069,758,81,60,72,232,204,136,214,187,203,169,167,163,617,1616,1308,1640,1534,2116,1866,589,-86,-103,-9,-85,-75,-50,-116,-82,-44,-10,-19,-19
12060,,13117,"Forsyth County, GA",County or equivalent,98407,98367,100467,108680,116127,123112,130225,138386,148196,158369,168098,174520,2100,8213,7447,6985,7113,8161,9810,10173,9729,6422,395,1501,1509,1569,1620,1772,1701,1765,1835,1923,523,2085,2137,2186,2293,2386,2346,2472,2605,2736,128,584,628,617,673,614,645,707,770,813,1738,6693,5910,5250,5750,6479,8163,8272,7774,4443,107,407,386,340,306,316,318,288,283,283,1631,6286,5524,4910,5444,6163,7845,7984,7491,4160,-33,19,28,166,-257,-90,-54,136,120,56
12060,,13121,"Fulton County, GA",County or equivalent,816006,815827,817145,846877,862931,881850,905802,934242,963596,990790,1013356,1033756,1318,29732,16054,18919,23952,28440,29354,27194,22566,20400,1732,7420,7020,7114,6995,7293,7433,8063,8272,8590,3223,13503,13062,12973,12817,12826,13378,14020,14332,14686,1491,6083,6042,5859,5822,5533,5945,5957,6060,6096,-426,-575,-9917,-7641,-7641,4404,21882,18969,14172,11672,1511,5790,5466,4758,4406,4613,4645,4226,4085,4093,-1937,-6365,-15383,-12399,-12047,-209,17237,14743,10087,7579,12,22887,18951,19446,24598,16743,39,162,122,138
12060,,13135,"Gwinnett County, GA",County or equivalent,588448,588450,596296,621798,644753,666768,691986,716436,746975,772464,790519,808167,7846,25502,22955,22015,25218,24450,30539,25489,18055,17648,2061,8519,8868,9336,10009,10544,10731,10976,10473,9966,2615,11060,11491,11974,12810,13320,13681,13981,13721,13328,554,2541,2623,2638,2801,2776,2950,3005,3248,3362,5859,17419,14551,13159,16075,14589,20235,14525,7670,7703,1479,5757,5452,4768,4335,4605,4622,4180,4057,4098,4380,11662,9099,8391,11740,9984,15613,10345,3613,3605,-74,-436,-464,-480,-866,-683,-427,-12,-88,-21
12060,,13143,"Haralson County, GA",County or equivalent,25690,25690,25832,26298,26752,27297,27715,28090,28256,28708,28849,28890,142,466,454,545,418,375,166,452,141,41,28,133,99,91,85,67,96,134,83,44,91,399,382,389,366,372,402,417,389,371,63,266,283,298,281,305,306,283,306,327,114,354,371,466,365,336,92,317,51,-18,3,10,9,4,8,6,7,6,7,7,111,344,362,462,357,330,85,311,44,-25,0,-21,-16,-12,-32,-28,-22,1,7,15
12060,,13149,"Heard County, GA",County or equivalent,11012,11012,11085,11163,11190,11099,11167,11220,11382,11424,11561,11528,73,78,27,-91,68,53,162,42,137,-33,13,72,38,40,25,30,42,27,9,24,41,171,137,143,141,133,136,130,132,131,28,99,99,103,116,103,94,103,123,107,61,18,2,-124,52,34,125,19,126,-67,0,2,-1,-1,0,0,0,0,0,0,61,16,3,-123,52,34,125,19,126,-67,-1,-12,-13,-7,-9,-11,-5,-4,2,10
12060,,13151,"Henry County, GA",County or equivalent,119341,119338,121572,130460,139800,149461,157954,166966,176995,184902,190529,195370,2234,8888,9340,9661,8493,9012,10029,7907,5627,4841,293,1269,1432,1490,1712,1727,1842,1851,1909,2164,476,2016,2192,2328,2559,2611,2799,2822,2997,3276,183,747,760,838,847,884,957,971,1088,1112,1988,7605,7838,7804,7127,7420,8303,5976,3681,2664,27,115,90,45,114,94,109,83,92,87,1961,7490,7748,7759,7013,7326,8194,5893,3589,2577,-47,14,70,367,-346,-135,-116,80,37,13
12060,,13159,"Jasper County, GA",County or equivalent,11426,11426,11488,11631,12028,12440,12615,13025,13432,13660,13869,13953,62,143,397,412,175,410,407,228,209,84,6,44,68,82,44,107,64,77,82,65,28,158,174,184,176,215,167,187,188,177,22,114,106,102,132,108,103,110,106,112,57,111,331,324,144,316,354,150,127,22,3,14,14,13,13,13,12,12,11,12,54,97,317,311,131,303,342,138,116,10,-1,-12,-2,6,-13,-13,-11,1,0,-3
12060,,13171,"Lamar County, GA",County or equivalent,15912,15912,15969,16338,16131,16239,16286,16566,16642,16930,17363,17550,57,369,-207,108,47,280,76,288,433,187,7,65,18,33,20,49,4,19,46,42,44,221,198,186,193,229,213,219,227,224,37,156,180,153,173,180,209,200,181,182,52,312,-212,95,41,245,81,264,382,138,0,9,7,6,4,5,5,4,3,3,52,303,-219,89,37,240,76,260,379,135,-2,-8,-13,-20,-14,-14,-9,5,5,7
12060,,13199,"Meriwether County, GA",County or equivalent,22534,22528,22527,22589,22864,22740,22806,22814,22976,22788,22931,22783,-1,62,275,-124,66,8,162,-188,143,-148,19,74,88,52,26,46,51,86,83,23,64,306,350,313,307,326,305,340,336,297,45,232,262,261,281,280,254,254,253,274,-17,10,205,-147,57,-14,129,-277,63,-167,0,2,3,2,4,5,5,4,4,4,-17,8,202,-149,53,-19,124,-281,59,-171,-3,-22,-18,-29,-17,-24,-18,3,-3,-4
12060,,13217,"Newton County, GA",County or equivalent,62001,62001,62883,66941,71239,75699,80650,85657,90657,95739,98385,99944,882,4058,4298,4460,4951,5007,5000,5082,2646,1559,150,658,664,782,881,822,930,936,940,962,274,1176,1212,1326,1427,1419,1553,1596,1628,1676,124,518,548,544,546,597,623,660,688,714,745,3403,3600,3521,4256,4248,4117,4083,1688,576,20,72,72,56,54,53,53,48,47,47,725,3331,3528,3465,4202,4195,4064,4035,1641,529,-13,-3,34,157,-186,-63,-47,63,18,21
12060,,13223,"Paulding County, GA",County or equivalent,81678,81613,83004,88590,93888,99199,104820,111084,119959,127903,133300,136655,1391,5586,5298,5311,5621,6264,8875,7944,5397,3355,267,1149,1227,1333,1238,1357,1354,1469,1538,1432,362,1602,1673,1806,1816,1930,1923,2080,2168,2145,95,453,446,473,578,573,569,611,630,713,1143,4422,4055,3837,4598,4982,7568,6362,3808,1894,12,65,52,25,59,45,53,39,42,40,1131,4357,4003,3812,4539,4937,7515,6323,3766,1854,-19,15,16,141,-215,-75,-47,113,51,29
12060,,13227,"Pickens County, GA",County or equivalent,22983,22983,23359,24487,25575,26688,27481,28141,29232,30406,31063,31264,376,1128,1088,1113,793,660,1091,1174,657,201,29,124,126,119,111,87,93,84,81,65,77,345,350,367,323,330,345,362,362,353,48,221,224,248,212,243,252,278,281,288,356,1010,963,962,723,590,1014,1075,573,142,2,22,20,18,17,19,18,17,17,18,354,988,943,944,706,571,996,1058,556,124,-9,-6,-1,32,-41,-17,-16,15,3,-6
12060,,13231,"Pike County, GA",County or equivalent,13688,13688,13798,14036,14610,15020,15574,15968,16602,17193,17578,17721,110,238,574,410,554,394,634,591,385,143,11,46,80,61,53,38,57,62,67,96,30,164,196,181,185,176,184,191,219,238,19,118,116,120,132,138,127,129,152,142,101,202,493,345,528,370,585,522,316,51,0,2,1,1,2,2,4,3,3,3,101,200,492,344,526,368,581,519,313,48,-2,-10,1,4,-27,-14,-8,7,2,-4
12060,,13247,"Rockdale County, GA",County or equivalent,70111,70111,70566,71712,72987,74656,76330,77810,79605,81835,83400,84569,455,1146,1275,1669,1674,1480,1795,2230,1565,1169,154,506,487,502,574,623,553,633,691,697,257,1010,1007,1021,1100,1132,1128,1197,1263,1290,103,504,520,519,526,509,575,564,572,593,299,709,851,1216,1186,939,1293,1593,880,488,121,420,392,336,326,334,336,310,299,300,178,289,459,880,860,605,957,1283,581,188,2,-69,-63,-49,-86,-82,-51,4,-6,-16
